id,created_at,content,tags
193,"2024-07-14 06:23:06.727404+00","정말 저렴한 동네 빵집ㅋㅋ
운동하고 집 올 때마다 너무 맛있어 보여서 겨우겨우 지나쳐왔는데 한번 빠지니 이제 매일 가게 된다ㅠㅠ 사장님과도 안면을 트니 가끔은 빵도 조금씩 주신다ㅋㅋㅋ

제주엔 맛있는 동네 빵집이 많아서 정말 좋다♥♥♥ 번창하세욤","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
194,"2024-07-14 06:23:13.828788+00","갓크림과 초코를 샀는데 크림은 쏘쏘 초코는 진짜 찐하고 맛있었음 빵도 부드럽고요","[""trust"", ""joy""]"
195,"2024-07-14 06:23:21.040407+00",좋아요,"[""joy""]"
196,"2024-07-14 08:49:26.665764+00","역시 던킨은 최고","[""trust"", ""joy""]"
197,"2024-07-14 08:49:17.181869+00",좋아영,"[""joy""]"
198,"2024-07-14 08:49:21.591417+00","매장 닫는 시간이 조금 빠른편이지만 깔끔하고 간단하게 요기하기 좋아요","[""trust"", ""joy""]"
199,"2024-07-14 06:23:43.102123+00","제주에 몇얀남은 갓식빵
사장님 친절해서좋아요","[""trust"", ""joy""]"
200,"2024-07-14 06:23:50.468207+00",굿,"[""anticipation"", ""joy""]"
201,"2024-07-14 06:23:55.604909+00",굿,"[""joy""]"
202,"2024-07-14 06:24:02.68944+00","직원 분도 친절하고 빵도 맛있어요","[""trust"", ""joy""]"
203,"2024-07-14 06:24:08.546795+00",맛있다,"[""joy""]"
204,"2024-07-14 06:24:12.628512+00",사장님친절하십니다,"[""trust"", ""anticipation"", ""joy""]"
205,"2024-07-14 06:24:20.524104+00","사장님 완전 친절하심","[""trust"", ""anticipation"", ""joy""]"
206,"2024-07-14 06:24:25.352696+00","공항가는길에 애월 해안로 드라이브하다 크로아상이 먹고 싶어서 가봤어요 
바나나도 맛있는데 특히  먹물곤르곤졸라크로아상이 맛있었어요
매장은 작은데 야외테블에 앉아서 바다를 보며 
먹을수 있어요
근데 커피는 보리차로 느껴질만큼 연해요","[""sadness"", ""trust"", ""disgust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
207,"2024-07-14 06:24:30.775232+00","제주 여행에서 기억남는곳이엿어요","[""trust"", ""anticipation"", ""joy""]"
208,"2024-07-14 06:24:35.92825+00","엄청 좋아하던 곳이었는데 결이 달라졌어요 😢
크로와상 사이즈도 줄어든거 같고요 부드럽고 바삭쫄깃 하던맛이 좀 줄어들었어요","[""fear"", ""sadness"", ""joy"", ""anger""]"
209,"2024-07-14 06:24:42.610951+00","좋아하던 곳이었는데… 오랜만에 갔더니 사장님 바뀌셨네요
바뀐 분도 친절하시고 매장 깔끔합니다
다만 가격은 그대론데 예전에 비해 크기는 절반이고 크로와상 결이 많이 뭉쳤네요 아쉽습니다","[""anger"", ""sadness"", ""disgust"", ""trust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
210,"2024-07-14 06:24:48.849584+00",홀딱반해버렸어나,"[""trust"", ""anticipation"", ""joy""]"
211,"2024-07-14 08:00:39.57261+00",추천해여1,"[""joy"", ""trust"", ""anticipation""]"
212,"2024-07-14 06:25:02.15897+00","숙소에서 가까운 크로와상전문 퍽퍽한감이있지만 정성스러운 맛","[""trust"", ""sadness"", ""anticipation"", ""joy""]"
213,"2024-07-14 06:25:07.776648+00","가게도 너무 예쁘고 친절하시고 크롸상은 감동♥","[""trust"", ""sadness"", ""anticipation"", ""joy""]"
214,"2024-07-14 06:25:11.440331+00",맛있어요,"[""anticipation"", ""joy""]"
215,"2024-07-14 06:25:18.268752+00","숙소앞 우연히 들른 곳 크로와상 맛있어요","[""anticipation"", ""joy"", ""surprise""]"
216,"2024-07-14 06:25:22.895291+00","바다가 보이는 벤치에 앉아 갓 구워낸 크로와상을 먹으며 정말 너무 행복했습니다 개인적으로는 엔쵸비 크로와상과 바나나가 듬뿍 담긴 크로와상이 너무 맛있있어요 버터 특유의 풍미는 진하면서도 자극적이지 않아 계속 먹게 되는 맛입니다 애월 쪽에 오시면 꼭 들르세요","[""happiness"", ""trust"", ""joy"", ""anticipation"", ""surprise""]"
217,"2024-07-14 06:25:28.693742+00","크로와성 맛집","[""trust"", ""anticipation"", ""joy""]"
218,"2024-07-14 06:25:35.544422+00","제가 크로와상을 참 좋아하는데요 여기꺼는 차원이 다르네요 데니쉬식빵은 기절각입니다 사장님도 인상 너무 좋으시구요 앞에 바다가 뻥뚤려있어 여기가 천국인 것 같네요 빵도 너무 맛있고 분위기도 너무 좋아서 리뷰 납깁니다 ㅎㅎ 결이곱다 번창하세요♡","[""trust"", ""sadness"", ""anticipation"", ""joy""]"
219,"2024-07-14 06:25:42.89344+00","너무너무 맛나고가게도 너무 아기자기하고 예쁜 소품들로 가득하네요제주 오면 필수 콧ㅡ로 내맘속에 저장해 놓을께요ㅋㅋ","[""sadness"", ""anticipation"", ""joy"", ""surprise""]"
220,"2024-07-14 06:25:49.803906+00","여행가면 늘1일 1크로와상하는 크로러버인데 오후 4시에 가서 그런지 구매한 네가지 크로와상이 모두 눅눅하고 버터에 떡져있었습니다 제주가 습도도 높고하니 매장에서 좀 더 신경써주셔야 할듯해요","[""anger"", ""sadness"", ""disgust"", ""trust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
221,"2024-07-14 06:25:54.464341+00","우연히 들른집인데 충격적으로 맛있습니다 
화학첨가제 마가린 대신 고메 버터 천현발효종등 좋은 재료로 집적 정성스레 만드셔서 그런듯 합니다 
빵을 먹고 감동을 하다니 ㅎㅎ｡
왜 이름이 결이곱다인지 바로 이해됩니다","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
222,"2024-07-14 06:26:01.51094+00",좋아요,"[""joy""]"
223,"2024-07-14 06:26:05.922695+00","작은 빵집","[""trust"", ""joy""]"
224,"2024-07-14 06:26:13.544471+00","오늘도 👍","[""trust"", ""joy""]"
225,"2024-07-14 06:26:21.332312+00","사장님 죄송하고 감사
지갑안가져와 1000원있는데 1000원에 커피 주시고 못난이 빵까지 주셔서 힐링하고 가요","[""trust"", ""joy"", ""surprise""]"
226,"2024-07-14 06:26:28.034678+00","오랫만에 또 방문 
역쉬 크로와상은 맛나요 ㅎㅎ
거기에  따뜻한 커피 한 잔  경치랑 분위기 너무 잘 어울려요 ㅎㅎ
다른 분들도 방문 한 번해 보시길   ㅎ","[""happiness"", ""trust"", ""joy"", ""anticipation"", ""surprise""]"
227,"2024-07-14 06:26:34.981496+00","크루아상 너무맛있어요 근데커피는 좀 별로였어요","[""sadness"", ""joy"", ""surprise"", ""anger""]"
228,"2024-07-14 06:26:44.269831+00","ㆍ미니 크로와상이 종류별로 있어서 좋았어요
큰 크로와상은 배불러서 많이 못 먹는데
미니도 시아소금 얼그레이바나나로 다양하게 나오네요
ㅡ천연효모종발효 고메버터 사용
ㅡ식감 시아는 바삭하고 얼그레이는 커서 그런지 저 부드러워요
ㅡ얼그레이는 일반크로와상에 크림을 넣은 게 아니라 얼그레이 반죽이에요
ㆍ커피도 맛있어요 크로와상이랑 잘 어울려요
ㆍ야외 테이블 전망도 좋아요
ㆍ친절하고 서비스가 좋아요","[""sadness"", ""trust"", ""joy"", ""anticipation"", ""surprise""]"
229,"2024-07-14 06:26:49.312727+00","크로아상은 큰걸로 드세요","[""trust"", ""anticipation"", ""joy""]"
230,"2024-07-14 06:26:53.504598+00","가게 이름처럼 크루아상 결이 쫀득거려서 결이곱다가 맞아요
저는 앤초비가 자신없어서 안 사려고 했는데 사장님이 추천해주셔서 먹었는데이게 제일 맛있네요
앤초비랑 바나나아몬드 크루아상은 꼭 드셔보세요
후회없음 우연히 들렸는데 크루아상맛집이었어요  코로나때문에 안에서 커피랑 먹을 수는 없었지만 맛있으니 만족합니다 언젠가 제주에 가면 또 들러야겠어요","[""trust"", ""joy"", ""gratitude"", ""anticipation"", ""surprise""]"
231,"2024-07-14 06:27:00.373305+00","맛있는 크로와상","[""trust"", ""anticipation"", ""joy""]"
232,"2024-07-14 06:27:07.879593+00","비싸긴한데 먹물크로아상 진짜 맛있네요 겉은 바삭하고 속은 쫄깃쫄깃","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
233,"2024-07-14 06:27:11.773751+00","겉은 바삭하고 속은 촉촉하고 부드럽게","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
234,"2024-07-14 06:27:16.877042+00","크로와상하 떠오르는 곳이에요 유명해도 맛 없는데도 많은데 여긴 진짜 실패가 없어요 너무 맛있어요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
235,"2024-07-14 06:27:21.505276+00","숙소 근처에 있어서 방문했는데 빵이 너무 맛있어요 크로아상 결이 정말 살아있는 바삭하고 신선한 빵이라 정말 만족하며 먹었습니다 

우도땅콩크림은 딱 달지 않은 피넛버터맛이에요 얼그레이는 얼그레이 맛이 강하지 않구요 데니쉬보단 크루아상을 추천합니다","[""trust"", ""joy"", ""satisfaction"", ""anticipation"", ""surprise""]"
236,"2024-07-14 06:27:27.709792+00",존맛탱,"[""anticipation"", ""joy"", ""surprise""]"
237,"2024-07-14 06:27:35.916346+00","언제나 크롸상은 행복
영원한 단골집","[""trust"", ""anticipation"", ""joy""]"
238,"2024-07-14 06:27:40.723495+00","역시 유명맛집이라서 그런지 빵이 너무 빨리 빠져아쉽
일찍 간다고 갔는데 ㅠㅠ
사온빵 그새 사라졌네요
역시 그 말이 맞네요
겉바속촉
제주 올때마다 들를께요","[""anger"", ""sadness"", ""disgust"", ""trust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
239,"2024-07-14 06:27:47.175659+00","코로나로 인해 오랜만에 방문
주인분도바뀌고 가게 내부도 바뀌고
제일 중요한 빵맛도 바뀌고
맛있게 먹던 크루와상인데  집에와서 먹는데 조금실망 무엇때문에 빵맛이 바뀌었나요  아쉽네요 최애빵집이  없어졌네요","[""anger"", ""sadness"", ""disgust"", ""trust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
240,"2024-07-14 06:27:52.139689+00","오늘도 맛난 크로아상으로 행복","[""happiness"", ""joy""]"
241,"2024-07-14 06:27:57.261098+00","정말 맛있네요","[""trust"", ""anticipation"", ""joy""]"
242,"2024-07-14 06:28:02.456431+00","완전 맛나는 가게 발견
지인 소개로 갔는데 작고 아담한 가게에 빵까지 감동
잘 먹었습니다 ㅎㅎ","[""sadness"", ""anticipation"", ""joy""]"
243,"2024-07-14 06:28:06.865814+00","크리스마스때 들렸는데 이제 남겨요
맛있어서 단골 되었는데
50 크리스마스 이벤트해서 덕분에 못먹어본 모든 빵 먹어봐서 행복♡♡
다 샀는데 만원조금 넘어 너무 행복했어요
그런 이벤트 더 많이 해주세요♡","[""trust"", ""joy"", ""anticipation"", ""surprise""]"
244,"2024-07-14 06:28:12.891274+00","두 번째 방문입니다 
가계도 아담하면서 아기자기하게 
너무 예쁘고 크로와상도 맛있어요 
아이들은 초코랑 앤초비 햄들어있음좋아했구요 저는 오리지널이랑 먹물이 맛있더라구요 
다른것도 다 먹어보고 싶네요 
참  커피도 괜찮았어요","[""trust"", ""joy"", ""anticipation"", ""surprise""]"
245,"2024-07-14 06:28:18.49779+00","가게가 싹 바뀌었네요
사장님 너무 친절하세요
잘 챙겨주셔서 감사합니다
너무 맛있어요
오리지널 크롸상이 다 나가서 초코크롸상 2개랑 데니쉬 식빵 구매
폭풍흡입 했어요","[""trust"", ""joy""]"
246,"2024-07-14 06:28:23.522342+00","사장님도 너무 친절하시고 빵이 좀 더 맛있어진것 같아요 가게 인테리어에서부터 사장님 센스가 돋보이네용 앞으로도 자주 들려야겠어요 ㅎㅎ 저희딸도 너무 잘먹어요","[""trust"", ""anticipation"", ""joy""]"
247,"2024-07-14 06:28:27.879913+00","오리지날 크루아상이 맛있으니까 다른것도 맛있어요","[""trust"", ""anticipation"", ""joy""]"
248,"2024-07-14 06:28:32.665976+00",친절해요,"[""trust"", ""joy""]"
249,"2024-07-14 06:28:37.796162+00","상호 그대로 크로아상 결이 곱네요
빵 맛집 확인 후 떠납니다 참 커피도 맛있어요","[""trust"", ""anticipation"", ""joy""]"
250,"2024-07-14 06:28:42.012292+00","빵 맛이  너무 좋아요먹물크로와상이랑 식빵먹었는데 겉바속촉 
이름대로 진짜 결이 고운 빵이에요
 ㅎㅎ아메리카도 뻥이랑 먹기 딱 좋네요
장소가 좁은게 좀 아쉽","[""anger"", ""sadness"", ""trust"", ""joy"", ""anticipation""]"
251,"2024-07-14 06:28:49.468838+00","먹물크로와상 고르곤졸라와 꿀조합이라니심지어 겉비속촉촉 말그래도 결이곱다","[""disgust"", ""anticipation"", ""joy"", ""surprise""]"
252,"2024-07-14 06:28:56.848005+00","항상 가는 곳이에요 맛있어요","[""trust"", ""anticipation"", ""joy""]"
253,"2024-07-14 06:29:03.756404+00","가게가 넓은곳은아닌데 사장님 친절하시고 크로와상도 맛있어요 뷰는 덤","[""happiness"", ""trust"", ""joy"", ""anticipation"", ""surprise""]"
254,"2024-07-14 06:29:09.005238+00","빵이 수제라 얼마나 맛있게요♥","[""trust"", ""sadness"", ""anticipation"", ""joy""]"
255,"2024-07-14 06:29:13.349803+00","베네키아 앞에 있어서 가게된 곳
일부러 갈만한 곳은 아닌듯요","[""sadness"", ""trust"", ""joy"", ""anticipation"", ""surprise""]"
256,"2024-07-14 06:29:17.853935+00",좋아요100,"[""anticipation"", ""joy""]"
257,"2024-07-14 06:29:23.009769+00",좋아요,"[""anticipation"", ""joy""]"
258,"2024-07-14 06:29:29.787867+00","맛있는 빵맛
특별한 맛은 아니예요","[""trust"", ""sadness"", ""anticipation"", ""joy""]"
259,"2024-07-14 06:29:37.115131+00","빵 정말 맛있어요👍
개인취저","[""trust"", ""anticipation"", ""joy""]"
260,"2024-07-14 06:29:44.253413+00","크로와상 진짜 맛있어요","[""trust"", ""anticipation"", ""joy""]"
261,"2024-07-14 06:29:50.965299+00","3시쯤 가니 2개 남아서 다사왔어요
바삭하니 맛있어요","[""sadness"", ""joy"", ""surprise""]"
262,"2024-07-14 06:29:55.766238+00","크로와상 맛있어요
커피는 산미가 강해서 ㅜ","[""sadness"", ""joy"", ""surprise""]"
263,"2024-07-14 06:30:04.722697+00",맛있어요,"[""anticipation"", ""joy""]"
264,"2024-07-14 06:30:10.289456+00","제주도 크로와상 찐 맛집","[""trust"", ""anticipation"", ""joy""]"
265,"2024-07-14 06:30:19.343652+00","먹물크로와상이 맛있어요  커피는 머신 대비 비싼감이 있네요","[""anger"", ""sadness"", ""disgust"", ""trust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
266,"2024-07-14 06:30:24.598466+00","빵은 맛있으나커피는 일반적
커피는 싸구려기기여서 그냥그럼
빵은 먹물크로와상 좋음","[""anger"", ""sadness"", ""disgust"", ""trust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
267,"2024-07-14 06:30:29.592957+00","우연히 들른곳인데 빵이 정말 맛있었습니다","[""trust"", ""joy"", ""surprise""]"
268,"2024-07-14 06:30:34.069084+00","부드럽고 친절하신 사장님을 닮은 빵들이 있는 곳이네요","[""trust"", ""anticipation"", ""joy""]"
269,"2024-07-14 06:30:40.44838+00",크로아상,"[""trust"", ""anticipation"", ""joy""]"
270,"2024-07-14 06:30:44.506311+00","들어오자마자 빵냄새가 엄청 좋았어요
크라상 좋아하는데
바삭하고 진짜 맛있어요","[""appreciation"", ""love"", ""trust"", ""joy"", ""surprise""]"
271,"2024-07-14 08:00:43.697673+00",친절하세요,"[""joy"", ""trust"", ""anticipation""]"
272,"2024-07-14 06:30:56.267653+00",굿,"[""trust"", ""anticipation"", ""joy""]"
273,"2024-07-14 06:31:01.350413+00",빵맛집이에여,"[""trust"", ""anticipation"", ""joy""]"
274,"2024-07-14 06:31:06.856577+00","빵은 어떤빵이든 맛있어요
간결한 포장도 마음에 듭니다","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
275,"2024-07-14 06:31:12.092459+00","먹고픈 빵이 없었지만 다른 빵 맛있네욤","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
276,"2024-07-14 06:31:16.776941+00","마시써요 단골분들 많으신거같던데 이유를 알겠어요 그리고 매장 엄청 청결합니다","[""trust"", ""anticipation"", ""joy""]"
277,"2024-07-14 06:31:23.504191+00",맛있어요,"[""anticipation"", ""joy""]"
278,"2024-07-14 06:31:28.907762+00","페스츄리가 진짜 맛있네요 메이플 트렌치토스트는 개인적으로 취향이 아니었음","[""sadness"", ""disgust"", ""trust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
279,"2024-07-14 06:31:34.963171+00","앙버터 진짜 맛있어요 지난번에 넘 맛있게 먹어도 또 먹으려고 일부러 서귀포까지 왔어요","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
280,"2024-07-14 06:31:40.937835+00",맛있어요,"[""anticipation"", ""joy""]"
281,"2024-07-14 06:31:45.226375+00",좋아요,"[""anticipation"", ""joy""]"
282,"2024-07-14 06:31:50.157664+00","크로와상의 결이 바삭하고 속은 버터풍미가 진해서 정말 맛있어요  정성들여 구운 빵맛이 느껴져요 커피 포함 음료 맛도 좋아요 서귀포에 여행오면 꼭 들려봐야할 곳이에요","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
283,"2024-07-14 06:31:54.309646+00",좋아요,"[""anticipation"", ""joy""]"
284,"2024-07-14 06:32:00.392712+00","크린상 완전 맛있어요 바삭하고 버터 풍미 퐝","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
285,"2024-07-14 06:32:06.913308+00","맛은 좋은데 주차가 불편하네요","[""sadness"", ""joy"", ""anger""]"
286,"2024-07-14 06:32:10.882429+00","좋은재료를 사용하는 것 같아요
버터풍미도 너무 좋고 특히 아몬드크라상 완전 맛있어요♡","[""trust"", ""joy"", ""anticipation"", ""surprise""]"
287,"2024-07-14 06:32:16.897099+00","초코러버 귀욥고 맛있어요","[""trust"", ""anticipation"", ""joy""]"
288,"2024-07-14 06:32:23.272106+00","비는 안와도 습한 날이라 그랬는지 크로와상 별로 안바삭하고 그냥 평범한 맛이었습니다","[""disgust"", ""sadness"", ""anticipation"", ""joy""]"
289,"2024-07-14 06:32:29.444075+00","제주에있으면서 두번방문했습니다","[""trust"", ""anticipation"", ""joy""]"
290,"2024-07-14 06:32:38.604014+00","맛있는 빵 먹고 싶어서 왔는데 오길 잘 한거 같아요ㅎㅎ 두 번 먹어서 리뷰 두 번 씀ㅎㅎ","[""sadness"", ""trust"", ""joy"", ""anticipation"", ""surprise""]"
291,"2024-07-14 06:32:42.709207+00","빵이 너무 맛있어서 두 번 사먹었어요 
초코 빵도 맛있고 크로와상도 맛나요","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
292,"2024-07-14 06:32:47.978946+00","올리브소세지빵 너무나 맛잇어요
겹겹의 의도 이름도 참 예쁘네요","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
293,"2024-07-14 06:32:55.11735+00",바삭맛집,"[""trust"", ""joy""]"
294,"2024-07-14 06:33:02.76258+00",좋아요,"[""joy""]"
295,"2024-07-14 06:33:08.891836+00","크로아상 쫀맛탱","[""joy""]"
296,"2024-07-14 06:33:15.326752+00",좋아요,"[""trust"", ""joy""]"
297,"2024-07-14 06:33:20.384979+00",굿,"[""anticipation"", ""joy""]"
298,"2024-07-14 08:49:11.23888+00","쇠소깍에서 먹어도 맛있는 던킨","[""trust"", ""joy""]"
299,"2024-07-14 08:49:07.552748+00",잠깐쉬기좋이농,"[""joy"", ""trust""]"
300,"2024-07-14 06:33:34.1822+00",나쁘지않아요,"[""joy""]"
301,"2024-07-14 06:33:40.043068+00",평범,"[""trust"", ""anticipation""]"
302,"2024-07-14 06:33:44.795817+00","맛은 있지만 언니들이 좀 퉁명스러워서 뻘줌이요","[""fear"", ""sadness"", ""joy"", ""anger""]"
303,"2024-07-14 06:33:49.732368+00",굿굿,"[""joy""]"
304,"2024-07-14 06:33:56.596283+00","크라상 맛있어요","[""anticipation"", ""joy""]"
305,"2024-07-14 06:34:02.023858+00","앙버터 크루아상 너무 맛있음","[""anger"", ""sadness"", ""trust"", ""joy"", ""anticipation"", ""surprise""]"
306,"2024-07-14 06:34:07.334466+00",맛나요,"[""anticipation"", ""joy""]"
307,"2024-07-14 06:34:13.384315+00",맛있어요,"[""anticipation"", ""joy""]"
308,"2024-07-14 06:34:19.819131+00","직원들의 분위기와 제품 둘다 좀 아쉽습니다","[""anger"", ""sadness"", ""disgust"", ""trust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
309,"2024-07-14 06:34:26.249159+00","크라상이 진짜 겹겹이 얇고 담백하고 바삭하고 고소해요 크라상 좋아하는 분들이라면 강추 단 제가 버터향이 많이 나는 크라상을 좋아하는데 여긴 버터향이 적은 편이라 별 하나 뺍니다 그리고 빵 종류가 좀 적어서 실망하실 수 있어요","[""anger"", ""sadness"", ""disgust"", ""trust"", ""joy"", ""fear"", ""anticipation"", ""surprise""]"
310,"2024-07-14 06:34:30.224797+00","맛있어요 크로와상이 바삭바삭해요 치즈랑 베이컨도 짭쪼롬햐서 좋아요","[""anger"", ""sadness"", ""trust"", ""joy"", ""anticipation"", ""surprise""]"
311,"2024-07-14 06:34:36.988829+00","빵 맛있어요","[""anticipation"", ""joy""]"
312,"2024-07-14 06:34:44.877129+00","빵 넘 맛나요","[""anticipation"", ""joy"", ""surprise""]"
313,"2024-07-14 06:34:51.669065+00","크로와상 지금까지먹었던거와 차원이다르네요정말 맛있어요","[""trust"", ""anticipation"", ""joy"", ""surprise""]"
314,"2024-07-14 06:34:58.478704+00","이곳 크로와상 정말 대박이네요4개샀는데 먹다보니 다먹었어요 ㅠㅠ더살껄후회했어요","[""fear"", ""sadness"", ""joy"", ""surprise""]"
315,"2024-07-14 06:35:04.411804+00","크로아상 맛집
크로아상도 맛있고 커피도 맛있고 분위기도 좋아요
관광객으로 갔는데 화장실도 안에 있어서 좋았어요","[""trust"", ""sadness"", ""anticipation"", ""joy""]"
316,"2024-07-14 06:35:09.185095+00","제주 3번 방문 끝에 성공해서 감격 그 자체버터 풍미 가득한 고소한 향의도가 있어보이는 겹겹한 입 베어물면 낙엽밟는 듯한 식감 크루아상 꼭 드셔요","[""trust"", ""joy"", ""anticipation"", ""surprise""]"
317,"2024-07-14 06:45:51.764494+00","넘 부드럽고 맛있네요","[""anticipation"", ""sadness"", ""joy""]"
318,"2024-07-14 06:45:55.886313+00","빵이 아주 맛나요 제주 오시면 꼭 드셔보세요 미리 미리 주문예약 하셔야 합니다","[""trust"", ""anticipation"", ""joy"", ""excitement""]"
319,"2024-07-14 06:46:00.031893+00","생과일롤 맛있어요","[""anticipation"", ""joy""]"
320,"2024-07-14 06:46:07.671929+00",맛있어요,"[""joy""]"
321,"2024-07-14 06:46:14.912634+00","맛있어요 순수우유롤 
두개 사고싶었는데 없어서 못 샀어요
가격은 5000원","[""trust"", ""sadness"", ""joy"", ""fear"", ""anticipation"", ""surprise"", ""disgust"", ""anger""]"
322,"2024-07-14 06:46:22.535649+00","부드럽고 폭신한 시트에 크림이 듬뿍 발라져있어서 간식으로 먹기 좋아요 당이 필요할땐 초코롤평소엔많이 달지 않은 우유롤을 즐겨먹는데 만족스러워요 망고우유도 추천 합니다 항상 친절하신 사장님덕에 기분좋은 곳입니다","[""trust"", ""anticipation"", ""joy"", ""satisfaction""]"
323,"2024-07-14 06:46:28.968236+00","너무 맛있게 잘먹었습니다
덕분에 행복한 디저트타임 보냈어요","[""surprise"", ""happiness"", ""joy""]"
324,"2024-07-14 06:46:36.25442+00","밀크티 머선129👍
친절맛집이에요❤","[""trust"", ""anticipation"", ""sadness"", ""joy""]"
325,"2024-07-14 06:46:43.17888+00","사장님 친절하시고 맛있어요","[""trust"", ""anticipation"", ""sadness"", ""joy""]"
326,"2024-07-14 06:46:50.1359+00","시즌음료 딸기망고라떼는 진짜 짱맛😍
커피도 너므 좋아요🤗","[""trust"", ""joy""]"
327,"2024-07-14 06:46:57.313323+00","너무 맛있었어요 당충전이 필요할때 생각나는곳♡","[""trust"", ""anticipation"", ""joy""]"
328,"2024-07-14 06:47:04.782524+00","오픈한지 얼마 안되었지만  동네 핫플레이스가 된곳이에요 모든 맛을 다 먹어봤는데 다 맛이 좋아요 시트가 보드랍고 촉촉합니다 크림이 듬뿍 들었는데자극적인 단맛이 아니라 하나쯤은 거뜬히 혼자 먹을수 있어요 개인적으론 순수롤과 단호박이 맛이 좋았어요 그리고 망고라떼는 달콤한 망고과육이  듬뿍들어있어 망고를 좋아하면 꼭 추천 드리고 싶네요친절한 사장님덕분에 기분이 좋아지는 곳입니다","[""trust"", ""joy"", ""contentment"", ""anticipation"", ""surprise"", ""delight""]"
329,"2024-07-14 06:47:09.683079+00","정성스러운 롤케이크에요
맛도 좋고 친절하세요
선물용으로도 좋았어요
자주자주 가고픈 곳이에요👍","[""trust"", ""sadness"", ""joy"", ""anticipation"", ""anger""]"
330,"2024-07-14 06:47:14.127651+00","빵종류 굉장히 다양하고 하나같이 맛있어요
달지않은빵도 많구요 서비스도 덤으로 많이주시고 친절하셔서  집근처빵집보다 거리가 좀잇지만서도 일부러 찾아가고있습니다","[""trust"", ""anticipation"", ""surprise"", ""joy""]"
331,"2024-07-14 06:47:21.854277+00","신선하고 맛있는 빵이 가득한 곳이예요
재료도 듬뿍사용하시고 빵 하나하나 정갈하게 만드셔서 멀리서 자주 사러와요","[""trust"", ""anticipation"", ""joy""]"
332,"2024-07-14 06:47:29.072421+00",진짜가성비최고,"[""joy""]"
333,"2024-07-14 06:47:36.184457+00","빵 맛잇어요","[""joy""]"
334,"2024-07-14 06:47:41.533416+00","너무 너무 맛있고 사장님도 친절하시고  프렌차이즈 빵집보다 훨 훨 좋습니다","[""trust"", ""anticipation"", ""joy""]"
335,"2024-07-14 06:47:45.244331+00","자주 찾는 베이커리 빵집인데 너무너무 맛있어요","[""trust"", ""anticipation"", ""surprise"", ""joy""]"
336,"2024-07-14 06:47:52.28606+00","남편이 퇴근길에 가는곳임
늘 작업복에 먼지투성인데 인상한번 쓰신적 없고
써비스 주시고 ㅎㅎ 무엇보다 딸이 에그타르트 광팬 ㅎㅎ 쑥빵 맛있었는데ㅜㅡㅜ
먹물빵도 굿 모카찰빵도 좋고

단 아쉬운건 모카빵이 뻑뻑하다는점
쟁겨놓고 먹는다해도
당일 없어지는 신기한 빵임","[""trust"", ""sadness"", ""joy"", ""anticipation"", ""surprise"", ""disgust""]"
337,"2024-07-14 06:47:57.493097+00","빵맛있고 친절하세요","[""trust"", ""anticipation"", ""joy""]"
338,"2024-07-14 06:48:02.872848+00","빵이 달지않고 다 맛나요
강추합니다","[""trust"", ""anticipation"", ""joy""]"
339,"2024-07-14 06:48:10.497062+00",맛있어요,"[""trust"", ""anticipation"", ""surprise"", ""joy""]"
340,"2024-07-14 06:48:16.283476+00","예전부터 유명했던 빵집
간만에 찾았는데 여전히 최고의 맛이네요
앞으로 자주 올듯ㅎㅎㅎ
번창하세요","[""anticipation"", ""joy"", ""satisfaction""]"
341,"2024-07-14 06:48:21.488252+00","예전부터 자주 갔던 빵집
장소를 옮겨도 맛도 굿입니다","[""trust"", ""anticipation"", ""sadness"", ""joy""]"
342,"2024-07-14 06:48:27.655613+00","자주 이용하는 곳이예요
재료를 좋은걸 사용해서 그런지 뒷맛이 깔끔해서 빵은 매번 이곳을 찾는데 변함없이 맛이 좋아요
그리고 커피맛도 너무 맛있어요","[""trust"", ""anticipation"", ""surprise"", ""joy""]"
343,"2024-07-14 06:48:32.967591+00",맛있어요,"[""anticipation"", ""joy""]"
